program_name_and_version,EnergyPlus 22.2
FF Max Hourly Zone Temperature 680FF_Hour,15
FF Max Hourly Zone Temperature 980FF_°C,49.6731
FF Max Hourly Zone Temperature 980FF_DATE,13-SEP
FF Max Hourly Zone Temperature 980FF_Hour,14
FF Max Hourly Zone Temperature 960_°C,49.0734
FF Max Hourly Zone Temperature 960_DATE,13-OCT
FF Max Hourly Zone Temperature 960_Hour,14
Annual Incident Total Case 600 600NORTH,438.241
Annual Incident Total Case 600 600EAST,1062.16
Annual Incident Total Case 600 600WEST,967.278
Annual Incident Total Case 600 600SOUTH,1370.48
Annual Incident Total Case 600 600HORZ.,1664.34
Unshaded Annual Transmitted Cases 620 and 600 620/West,""
Unshaded Annual Transmitted Cases 620 and 600 600/South,""
Unshaded Annual Transmitted Cases 660 and 670 660/South,""
Unshaded Annual Transmitted Cases 660 and 670 670/South,""
Shaded Annual Transmitted Cases 930 and 910 630/West,""
Shaded Annual Transmitted Cases 930 and 910 610/South,""
Sky Temperature Output 600,-2.01695
Sky Temperature Output 600_°C,-37.9796
Sky Temperature Output 600_DATE,32-DEC
Sky Temperature Output 600_Hour,23
Sky Temperature Output 600_°C,24.7306
Sky Temperature Output 600_DATE,05-AUG
Sky Temperature Output 600_Hour,15
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,711.73
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,255.36
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,522.41
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,53.39
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,2.99
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,1.97
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,2
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,29
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,6
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,6.4
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,2.14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,22
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,22
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,682.47
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,293.68
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,388.18
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,12.47
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,3.08
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,2.71
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,9
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,9
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,5.6
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,1.04
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,2
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,15
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,472.07
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,125.3
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,485.09
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,65.76
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,2.15
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,1.78
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,17
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,17
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,5.09
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,1.58
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,24
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,11
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,509.84
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,268.3
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,240.82
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,18.62
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,2.35
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,2.01
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,11
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,4
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,3
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,2
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,4.0
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,0.97
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,7
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,15
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,136.74
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,33.28
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,340.53
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,114.91
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,1.63
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,1.27
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,3.14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,1.55
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,10
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,11
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,10.08
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,0.0
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,541.98
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,404.25
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,0.77
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,0.0
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,9
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,4
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,3.53
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,1.98
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,13
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,12.01
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,0.0
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,536.94
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,399.74
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,0.54
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,0.0
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,26
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,4
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,3.65
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,2.1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,17
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,17
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,13
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,6.58
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,0.0
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,650.39
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,512.93
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,0.5
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,0.0
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,17
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,6
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,4.77
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,2.57
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,27
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,13
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,29
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,15
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,73.32
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,0.11
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,734.3
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,493.39
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,1.16
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,0.07
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,28
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,23
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,29
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,7
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,5.78
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,3.01
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,30
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,13
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,11
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,15
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,347.6
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,80.97
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,675.86
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,293.12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,1.71
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,1.33
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,15
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,4
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,7
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,7
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,6.29
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,3.06
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,18
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,14
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,625.1
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,296.65
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,438.4
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,68.27
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,3.12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,2.37
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,26
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,6
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,26
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,8
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,6.34
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,2.07
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,28
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,22
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,14
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 600,735.62
Monthly Conditioned Zone Loads Case 600 and 900 Total Heating 900,307.61
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 600,482.27
Monthly Conditioned Zone Loads Case 600 and 900 Total Cooling 900,61.09
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 600,3.25
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Value 900,2.2
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 600,31
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 600,23
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Day 900,31
Monthly Conditioned Zone Loads Case 600 and 900 Peak Heating Hour 900,8
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 600,6.39
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Value 900,1.98
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 600,1
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 600,12
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Day 900,2
Monthly Conditioned Zone Loads Case 600 and 900 Peak Cooling Hour 900,15
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 1,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 2,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 3,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 4,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 5,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 6,21.25
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 7,64.75
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 8,114.58
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 9,160.25
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 10,203.25
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 11,259.83
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 12,276.58
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 13,274.08
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 14,255.17
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 15,222.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 16,172.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 17,101.92
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 18,50.25
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 19,10.53
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 20,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 21,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 22,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 23,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - Horizontal 24,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 1,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 2,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 3,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 4,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 5,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 6,10.98
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 7,33.82
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 8,59.97
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 9,84.39
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 10,108.11
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 11,139.61
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 12,149.44
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 13,147.92
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 14,136.71
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 15,117.61
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 16,90.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 17,53.26
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 18,26.16
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 19,5.43
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 20,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 21,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 22,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 23,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - South 24,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 1,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 2,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 3,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 4,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 5,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 6,10.98
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 7,33.82
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 8,59.78
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 9,83.07
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 10,104.63
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 11,132.04
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 12,140.24
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 13,142.63
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 14,137.73
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 15,123.31
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 16,96.87
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 17,54.93
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 18,26.16
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 19,5.43
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 20,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 21,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 22,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 23,0.0
Hourly Incident Solar Radiation Cloudy Day May 4th Case 600 - West 24,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 1,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 2,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 3,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 4,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 5,5.65
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 6,103.19
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 7,289.86
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 8,493.43
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 9,682.34
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 10,837.84
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 11,948.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 12,1005.24
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 13,1004.03
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 14,946.15
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 15,835.48
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 16,679.26
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 17,489.97
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 18,285.84
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 19,99.08
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 20,4.44
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 21,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 22,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 23,0.0
Hourly Incident Solar Radiation Cloudy Day July 14th Case 600 - Horizontal 24,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 1,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 2,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 3,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 4,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 5,2.83
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 6,27.06
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 7,55.39
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 8,82.4
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 9,179.12
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 10,305.79
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 11,396.71
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 12,443.51
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 13,442.66
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 14,394.89
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 15,303.17
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 16,175.53
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 17,81.51
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 18,54.81
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 19,26.26
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 20,2.35
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 21,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 22,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 23,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - South 24,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 1,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 2,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 3,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 4,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 5,2.83
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 6,27.06
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 7,55.39
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 8,81.97
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 9,104.12
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 10,119.48
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 11,128.25
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 12,131.55
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 13,258.93
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 14,491.65
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 15,683.86
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 16,811.98
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 17,853.44
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 18,778.08
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 19,527.4
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 20,70.21
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 21,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 22,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 23,0.0
Hourly Incident Solar Radiation Clear Day July 14th Case 600 - West 24,0.0
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 1",-22.96
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 2",-24.14
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 3",-25.31
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 4",-27.19
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 5",-26.9
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 6",-26.67
"Hourly Sky Temperatures for February 1st, May 4th, July 14th Multiple Test Caes 600 7",-27.39
